ADM2_EN,ADM2_PCODE,ADM2_REF,ADM2ALT1_EN,ADM2ALT2_EN,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,DATE,VALIDON,VALID_TO,District,DISTRICT_PCODE,AREA_SQKM
Mahawai,NP0664406,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kalikot,NP0664,321.797729
Mahottari,NP0218404,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Mahottari,NP0218,28.0627377
Mai,NP0103304,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Ilam,NP0103,263.201558
Maijogmai,NP0103403,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Ilam,NP0103,135.2591946
Maiwakhola,NP0101405,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Taplejung,NP0101,137.4417483
Makalu,NP0109401,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Sankhuwasabha,NP0109,1191.729277
Makawanpurgadhi,NP0331406,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Makawanpur,NP0331,148.706829
Malangawa,NP0219309,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Sarlahi,NP0219,30.43230851
Malarani,NP0550401,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Arghakhanchi,NP0550,101.0635709
Malika,NP0444404,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Myagdi,NP0444,147.1907664
Malika,NP0551402,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Gulmi,NP0551,92.49495269
Malikaarjun,NP0775404,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Darchula,NP0775,100.5441904
Mallarani,NP0555405,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Pyuthan,NP0555,80.0757597
Manahari,NP0331401,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Makawanpur,NP0331,199.531078
Mandandeupur,NP0324301,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kabhrepalanchok,NP0324,88.58280143
Mandavi,NP0555404,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Pyuthan,NP0555,113.0602545
Manebhanjyang,NP0113407,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Okhaldhunga,NP0113,146.4233858
Mangala,NP0444405,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Myagdi,NP0444,88.85043788
Mangalsen,NP0769302,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Achham,NP0769,219.7900544
Mangsebung,NP0103405,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Ilam,NP0103,171.8629919
Manra Siswa,NP0218306,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Mahottari,NP0218,49.70088701
Manthali,NP0321301,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Ramechhap,NP0321,211.596956
Marchawari,NP0548410,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rupandehi,NP0548,48.55758501
Marin,NP0320402,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Sindhuli,NP0320,297.1433311
Marma,NP0775407,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Darchula,NP0775,207.6159953
Marsyangdi,NP0437402,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Lamjung,NP0437,597.3481412
Masta,NP0767408,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bajhang,NP0767,109.0724305
Mathagadhi,NP0546404,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Palpa,NP0546,215.5298726
Matihani,NP0218310,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Mahottari,NP0218,29.00192187
Maulapur,NP0232306,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rautahat,NP0232,34.74629187
Mayadevi,NP0548405,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rupandehi,NP0548,72.46561264
Mayadevi,NP0549403,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kapilbastu,NP0549,88.53185651
Mechinagar,NP0104305,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Jhapa,NP0104,191.8568733
Myagang,NP0328401,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Nuwakot,NP0328,97.82949704
Melamchi,NP0323301,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Sindhupalchok,NP0323,160.569271
Melauli,NP0774303,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Baitadi,NP0774,119.3682275
Mellekh,NP0769402,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Achham,NP0769,134.5848459
Melung,NP0322406,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dolakha,NP0322,86.45487434
Menchayam,NP0108401,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Terhathum,NP0108,69.89723308
Meringden,NP0101404,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Taplejung,NP0101,209.7328542
Miklajung,NP0102407,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Panchthar,NP0102,166.1090766
Miklajung,NP0105402,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Morang,NP0105,158.5110495
Mikwakhola,NP0101402,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Taplejung,NP0101,441.6489549
Mirchaiya,NP0216302,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Siraha,NP0216,91.88018894
Mithila,NP0217301,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dhanusha,NP0217,187.7896419
Mithila Bihari,NP0217305,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dhanusha,NP0217,37.56669753
Modi,NP0442402,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Parbat,NP0442,143.6250929
Mohanyal,NP0771403,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kailali,NP0771,625.8000442
Molung,NP0113403,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Okhaldhunga,NP0113,112.3597841
Mudkechula,NP0662404,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dolpa,NP0662,250.0058037
Mugum Karmarong,NP0665403,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Mugu,NP0665,2106.315907
Mukhiyapatti Musarmiya,NP0217405,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dhanusha,NP0217,26.81881485
Musikot,NP0551301,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Gulmi,NP0551,114.7750041
Musikot,NP0652303,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rukum West,NP0652,136.0345535
Myagde,NP0440401,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Tanahu,NP0440,115.3860328
Myanglung,NP0108302,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Terhathum,NP0108,99.93389334
Nagarain,NP0217309,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dhanusha,NP0217,38.97438355
Nagarjun,NP0327305,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kathmandu,NP0327,29.84232663
Namkha,NP0666401,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Humla,NP0666,2416.97279
Namobuddha,NP0324306,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kabhrepalanchok,NP0324,102.3214279
Naraha,NP0216401,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Siraha,NP0216,29.24739866
Naraharinath,NP0664401,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kalikot,NP0664,143.6829184
Narainapur,NP0557406,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Banke,NP0557,172.1856339
Narayan,NP0661304,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dailekh,NP0661,110.5191615
Narpa Bhumi,NP0438402,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Manang,NP0438,837.7017766
Nason,NP0438404,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Manang,NP0438,709.6982991
Naubahini,NP0555401,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Pyuthan,NP0555,213.3972587
Naugad,NP0775405,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Darchula,NP0775,179.8487986
Naukunda,NP0329405,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rasuwa,NP0329,116.3345116
Naumule,NP0661404,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dailekh,NP0661,228.3846389
Nawadurga,NP0773403,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dadeldhura,NP0773,141.5625055
Nawarajpur,NP0216407,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Siraha,NP0216,32.13639559
Nechasalyan,NP0111405,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Solukhumbu,NP0111,94.36035162
Nepalgunj,NP0557201,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Banke,NP0557,85.8426745
Manangngisyang,NP0438401,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Manang,NP0438,694.7748986
Netrawati Dubjhong,NP0330405,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dhading,NP0330,70.49812086
Nijgadh,NP0233301,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bara,NP0233,289.4037259
Nilakantha,NP0330301,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dhading,NP0330,199.9141785
Nisdi,NP0546408,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Palpa,NP0546,194.5458723
Nisikhola,NP0443401,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Baglung,NP0443,244.3678771
Omsatiya,NP0548406,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rupandehi,NP0548,48.54356444
Pachaljharana,NP0664403,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kalikot,NP0664,166.754212
Pacharauta,NP0233304,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bara,NP0233,44.00837276
Painyu,NP0442405,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Parbat,NP0442,42.6541166
Pakahamainpur,NP0234409,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Parsa,NP0234,21.26121635
Pakhribas,NP0107302,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dhankuta,NP0107,143.9543528
Palata,NP0664404,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kalikot,NP0664,318.5610072
Palhi Nandan,NP0547401,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Nawalparasi West,NP0547,44.67707467
Palungtar,NP0436301,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Gorkha,NP0436,158.6428173
Panauti,NP0324305,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kabhrepalanchok,NP0324,118.1259944
Panchadewal Binayak,NP0769304,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Achham,NP0769,147.5581474
Panchakanya,NP0328407,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Nuwakot,NP0328,53.4620194
Panchakhapan,NP0109302,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Sankhuwasabha,NP0109,147.676296
Pancheshwar,NP0774404,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Baitadi,NP0774,120.0604745
Panchkhal,NP0324304,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kabhrepalanchok,NP0324,102.8842776
Panchpokhari Thangpal,NP0323402,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Sindhupalchok,NP0323,436.2517077
Panchpuri,NP0659301,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Surkhet,NP0659,329.4384802
Jagganath,NP0768404,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bajura,NP0768,171.5409226
Panini,NP0550403,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Arghakhanchi,NP0550,151.4428693
Parashuram,NP0773301,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dadeldhura,NP0773,412.8653661
Aama Chhodingmo,NP0329401,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rasuwa,NP0329,246.5921688
Paroha,NP0232312,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rautahat,NP0232,37.45058244
Parsa,NP0219409,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Sarlahi,NP0219,23.10866591
Parsa Wildlife Reserve,NP0233595,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bara,NP0233,1.331196409
Parsa Wildlife Reserve,NP0234595,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Parsa,NP0234,475.2473217
Parsa Wildlife Reserve,NP0331595,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Makawanpur,NP0331,98.17473223
Parsagadhi,NP0234303,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Parsa,NP0234,99.69086324
Parwanipur,NP0233401,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bara,NP0233,15.48441271
Patahrishanishchare,NP0105304,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Morang,NP0105,79.37654559
Patan,NP0774304,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Baitadi,NP0774,218.7067322
Paterwasugauli,NP0234403,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Parsa,NP0234,64.29791098
Patrasi,NP0663403,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Jumla,NP0663,813.7552774
Pauwadungma,NP0110405,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bhojpur,NP0110,118.5998962
Phaktanglung,NP0101401,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Taplejung,NP0101,1852.125359
Phalebas,NP0442302,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Parbat,NP0442,85.71561068
Phatuwa Bijayapur,NP0232303,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rautahat,NP0232,65.23506398
Phedap,NP0108402,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Terhathum,NP0108,110.5130913
Phedikhola,NP0441402,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Syangja,NP0441,56.73857929
Pheta,NP0233405,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bara,NP0233,23.64777227
Phidim,NP0102301,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Panchthar,NP0102,191.8623854
Phikkal,NP0320407,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Sindhuli,NP0320,185.8766168
Phungling,NP0101301,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Taplejung,NP0101,125.1750653
Pipra,NP0218405,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Mahottari,NP0218,39.95186834
Pokhara,NP0439101,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kaski,NP0439,464.3329949
Pokhariya,NP0234301,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Parsa,NP0234,32.47715755
Prasauni,NP0233402,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bara,NP0233,20.24041272
Pratappur,NP0547403,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Nawalparasi West,NP0547,71.13580688
Punarbas,NP0772307,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kanchanpur,NP0772,103.4294975
Purbakhola,NP0546406,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Palpa,NP0546,138.0730014
Purbichauki,NP0770403,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Doti,NP0770,117.4330895
Purchaudi,NP0774302,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Baitadi,NP0774,198.0633104
Putalibazar,NP0441301,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Syangja,NP0441,147.2384254
Putha Uttarganga,NP0552402,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rukum East,NP0552,560.2507338
Pyuthan,NP0555302,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Pyuthan,NP0555,128.9490255
Raghuganga,NP0444402,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Myagdi,NP0444,379.1888846
Rainadevi Chhahara,NP0546401,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Palpa,NP0546,175.9075637
Rainas,NP0437304,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Lamjung,NP0437,71.98046479
Rajapur,NP0558301,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bardiya,NP0558,126.8596981
Rajbiraj,NP0215308,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Saptari,NP0215,55.17939808
Rajdevi,NP0232316,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rautahat,NP0232,28.19974945
Rajpur,NP0232314,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rautahat,NP0232,31.40606847
Rajpur,NP0556404,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dang,NP0556,577.0600314
Raksirang,NP0331402,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Makawanpur,NP0331,226.7101853
Ramaroshan,NP0769404,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Achham,NP0769,173.0985293
Rambha,NP0546407,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Palpa,NP0546,94.13865708
Ramdhuni,NP0106302,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Sunsari,NP0106,91.48778844
Ramechhap,NP0321302,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Ramechhap,NP0321,202.2567807
Ramgopalpur,NP0218305,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Mahottari,NP0218,39.51473438
Ramgram,NP0547303,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Nawalparasi West,NP0547,93.91375081
Ramnagar,NP0219405,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Sarlahi,NP0219,26.42860465
Ramprasad Rai,NP0110404,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bhojpur,NP0110,158.1077977
Rampur,NP0546302,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Palpa,NP0546,123.3596691
Rangeli,NP0105306,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Morang,NP0105,111.4732551
Rapti,NP0335304,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Chitawan,NP0335,212.3255892
Rapti,NP0556407,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dang,NP0556,161.0358418
